-3.841290	0.251560	0.588060	0.592260	0.499000	0.662090	0.814390	0.076590	-0.326590	1.547550	0.023870	1.024060
-2.822700	1.419750	0.686910	0.146690	0.498410	0.725130	-0.354400	-0.393410	0.006490	0.512490	0.399780	0.108710
-3.749070	0.786600	-0.209380	0.234970	0.670470	0.949950	0.388170	0.429040	-0.645170	-0.271160	0.441410	0.466010
-3.047430	0.838500	0.309630	0.420530	-0.057270	0.122510	0.075730	0.011960	0.925340	0.265610	-0.438830	-0.284000
-3.195710	0.484900	0.208170	0.423100	0.506450	0.786250	0.425330	0.754210	0.204960	-0.406700	0.257410	-0.085000
-3.491060	0.445870	-0.259280	1.087450	0.526940	0.217840	-0.032350	0.059420	-0.113940	0.260700	-0.088320	0.015970
-2.273030	0.808010	-0.023690	0.471670	0.354400	0.984960	0.423520	0.337660	0.487290	0.324870	0.194380	0.563050
-2.555320	0.978000	-0.496180	0.568830	0.250520	0.547180	0.463500	0.053760	-0.024770	0.159200	1.110140	0.503080
-2.320620	0.961600	-0.613160	0.148150	0.455860	1.220770	0.167230	-0.296160	0.122700	0.466900	-0.143430	0.674740
-2.097420	0.279030	-0.393060	0.232040	0.549250	0.629120	0.274450	0.784430	0.012830	0.255850	0.460090	0.149190
-2.227460	0.345390	-0.128970	0.136690	0.413490	0.314240	-0.278950	-0.002520	0.031780	0.551970	-0.161600	0.343910
-2.675610	0.482980	0.124110	0.217200	0.222400	0.425370	0.774220	0.081900	-0.352530	1.052120	0.947150	0.302250
-2.257250	0.695790	-0.810730	-0.891080	-0.228540	0.021150	0.113350	0.507120	-0.294800	-0.255020	0.718260	0.642520
-3.054870	0.878240	0.091970	-0.477870	0.560080	1.098450	0.185960	-0.153760	-0.386940	-0.627940	-0.048970	-0.030170
-4.369180	0.537670	0.120770	-0.231960	0.264950	-0.189610	-0.087430	-0.085170	-0.384870	-0.907000	0.483610	-0.272350
-3.068620	0.778320	0.254400	-1.909620	-0.971500	-0.594660	-0.010390	-1.297930	-1.433470	-0.699500	-0.606620	-0.482320
1.666340	-1.967650	-1.760280	-3.798960	-1.314630	-0.184800	-0.946150	-1.696270	-0.809710	-0.304760	-0.582780	0.046370
1.516780	-3.497330	-0.473630	-3.985510	-0.642440	-0.275950	0.126280	-1.818380	-1.435490	-0.606260	-0.816330	-0.030400
0.762110	-3.494420	-0.163820	-3.625970	-0.592610	0.142570	0.962620	-1.491870	-1.386190	-0.717980	-1.021740	-0.039000
-1.022680	-3.411220	0.385080	-4.332920	-0.308450	-0.057660	1.391270	-1.278980	-0.741550	-0.445600	-0.782510	0.187450
-1.131720	-2.975100	0.237130	-4.263800	-0.819330	-0.388930	0.584080	-1.300250	-0.754010	-0.812330	-1.355390	-0.299430
-1.292250	-2.546010	0.168710	-4.727830	-0.992770	-0.353130	0.840490	-1.405970	-0.584780	-0.695840	-0.962100	-0.179220
-0.994370	-2.578050	0.415960	-4.707810	-1.303220	-0.306910	0.749740	-1.135450	-0.296030	-0.471520	-1.084780	0.012960
-0.830530	-2.398230	0.442250	-5.142530	-1.686600	-0.755380	0.369890	-1.271650	-0.114530	-0.590560	-1.430840	-0.454470
-0.276260	-1.747280	1.083200	-4.974150	-1.729380	-0.788480	0.116160	-0.987770	0.268950	-0.310330	-1.352740	-0.097250
-0.208920	-1.335610	1.102000	-5.023740	-2.294950	-1.078380	-0.478620	-1.485460	0.041330	-0.368440	-1.823110	-0.023710
0.341610	-0.544400	1.282560	-4.321930	-2.209170	-0.983760	-0.580260	-1.298160	-0.054640	-0.493240	-1.285850	0.305350
1.425880	-0.277180	1.888810	-3.343590	-1.672640	-0.935390	-1.013510	-2.364400	-0.045450	-0.258390	-1.540460	0.889260
1.825650	1.302260	1.879240	-2.814810	-1.763750	0.548850	-0.487810	-2.453470	0.197260	-0.073240	-1.385810	0.499490
2.694480	3.118600	2.423880	-1.178930	-2.301180	-0.497810	-1.049890	-1.951520	0.032120	-0.991950	-1.251950	0.207320
2.031430	3.394750	1.988050	0.215500	-1.347230	-1.213160	-1.633410	-1.103220	0.200440	-0.711020	-0.701090	0.172960
-0.722530	2.164080	0.741700	0.715810	-0.382440	-0.675730	-0.948250	-0.317640	-0.067210	0.044510	-0.278820	-0.438890
-2.154740	0.868690	0.091940	0.838780	0.288430	0.523650	-0.145700	0.082420	0.003950	0.450070	0.825310	0.477770
-5.036260	0.228460	0.181570	-0.135590	0.182540	0.446790	0.642160	-0.453730	0.659370	0.249610	0.148840	0.699120
-4.942740	1.093620	1.027930	-0.174650	-0.039140	0.634900	0.845010	-0.861420	0.620690	-0.117840	-0.510450	0.427570
-2.353840	0.636790	-0.132030	0.502360	0.278440	0.978200	0.359290	0.738310	0.327870	-0.032000	-0.190740	0.162950
-2.755140	0.371360	-0.206560	0.040420	0.197110	0.474330	0.586250	0.184410	-0.383430	0.233170	0.036250	0.289270
-3.529810	-5.420030	-0.783490	-1.255620	0.203920	-1.326600	1.382720	-0.524410	0.240810	0.415700	-0.204670	0.283880
-1.083720	-3.389410	-1.549780	-0.978940	-0.892050	-1.479680	1.320260	-0.422180	-0.238110	0.180530	-0.493610	0.435880
-1.153670	-1.825860	-0.720260	-0.895480	-0.521880	-1.161510	1.357390	-0.168710	-0.870450	-0.117460	-0.961780	-0.130230
-1.865540	-2.507970	-0.742790	-0.746590	-0.696310	-2.099750	-0.227520	-0.417560	-0.644600	-1.203190	-0.756590	0.734380
-1.339020	-2.908260	-0.577650	-0.671000	-0.674290	-1.653560	0.966840	0.663710	-0.074610	-0.295090	-0.529830	-0.010430
-0.336240	-1.796340	-0.145750	1.047500	-0.085020	-1.997640	-0.213960	0.753750	0.603620	-0.253640	-0.315390	0.666290
-0.489330	-2.866870	-0.518040	0.426780	0.441500	-0.631900	0.067730	0.472270	0.058180	0.034160	-0.392610	0.795290
-0.201210	-2.207750	-0.454120	0.717250	0.850600	-1.151800	-0.251500	-0.602600	-0.199120	0.057850	-0.478690	0.812880
0.373750	-2.391250	-0.729760	1.119220	0.631860	-0.634610	-0.438640	-0.538130	0.142930	-0.160100	-0.499590	-0.148870
0.301380	-3.531430	-1.584450	-0.407720	-0.259200	-0.950090	-0.441060	-0.334200	0.097800	0.426030	-0.173180	0.426750
0.404890	-3.663670	-1.348780	0.376220	1.140710	0.203450	-0.322190	-0.182370	-0.029880	0.081270	-0.615940	-0.373410
