-0.541280	-0.663690	-1.239900	-0.916540	-0.335430	0.167980	-0.008420	-0.021550	-1.129360	-0.421750	0.880010	0.507540
-0.363720	-0.180650	-1.673820	-0.463410	0.026050	1.350250	0.551680	0.763420	0.068790	0.387530	0.293740	-0.051220
-0.230770	0.354500	-2.076740	-1.465270	-0.092340	0.479980	0.629220	-0.542660	-0.965170	-0.134360	0.446090	-0.186900
-1.060910	0.076090	-0.552980	0.059590	0.385140	0.792990	0.408110	-0.290660	-0.631850	-0.602540	0.269210	0.041140
-1.718930	0.385030	-0.613170	-0.270340	0.605790	0.944970	0.511350	-0.685190	-0.161340	0.188370	0.429300	0.173060
-2.749450	0.304970	-0.686090	-0.305340	0.248850	0.218540	-0.364220	-0.576930	-0.843560	-0.755670	-0.359130	0.331730
-1.727120	1.390030	-0.773750	-0.262580	-0.340950	-0.246800	-0.506350	-0.348680	-0.144520	-0.342300	-0.457870	0.028280
-2.654160	0.640710	-0.167730	0.641690	0.612190	0.924090	0.401490	-0.012300	0.270410	0.768840	-0.177630	0.009220
-2.208900	1.400000	0.573090	0.524300	-0.133580	0.161740	-0.476380	-0.141990	0.509570	0.834580	0.291950	0.175140
-2.530340	0.790530	0.107060	1.116250	0.959310	1.250090	0.319350	0.153510	0.282530	0.256760	0.003700	-0.299670
-2.481730	0.745730	-0.123730	1.002150	0.897320	0.312450	-0.323160	-0.398050	0.312980	-0.237050	-0.523680	0.132370
-1.881320	1.024210	0.133610	0.736990	0.303220	0.597330	-0.097830	-0.025910	0.203640	-0.213140	-0.187700	0.513460
-2.423500	0.660830	-0.017680	0.554370	-0.440900	-0.491660	-0.314680	-0.260600	0.491500	0.052040	0.405240	0.777990
-2.633460	1.234120	0.515800	0.595270	0.649750	0.232420	-0.187750	0.198560	0.768100	-0.186400	-0.600550	-0.349830
-0.227860	1.345350	-0.859440	-0.591630	0.363360	0.348310	-0.297190	-0.271240	-0.090850	0.242760	-0.198760	0.052230
-1.759320	-0.427650	-1.067430	-0.259220	0.484680	0.471260	1.038120	0.168220	0.310570	0.329760	0.425360	0.746390
-5.401710	0.382840	-1.128980	-1.067100	0.699020	0.157780	0.361820	0.244360	0.396640	0.708050	0.257330	0.185500
-6.653950	1.455730	-0.747810	-1.404780	0.391510	-0.544460	0.950900	1.160590	-0.132240	0.970070	-0.553460	-0.052530
-6.441430	2.588950	0.052940	-1.551560	1.360170	-0.454980	-0.506040	-0.204030	0.335770	1.156980	-0.274610	-0.000530
-7.766710	2.487210	0.043910	-2.072020	0.731870	0.090640	0.358450	-0.401440	-1.034210	0.205740	-0.321050	-0.250870
-7.975780	2.883710	0.927260	-2.499530	0.255840	-1.185640	-0.650630	-0.456080	-0.339610	-0.251510	-0.504900	0.082850
-9.249460	2.033080	0.324330	-2.766180	0.067290	-0.762080	-0.269800	-0.635720	-1.085560	0.220570	-0.371920	0.065680
-9.119260	1.536120	-0.647890	-2.409740	0.831740	-0.724730	-0.137410	-0.372740	-0.026920	0.478670	0.279800	-0.246430
-10.033750	1.071660	0.428530	-2.662920	0.554250	-0.092470	0.219910	0.353670	0.025610	0.105600	-0.347280	0.377030
-10.071080	1.311700	0.318210	-2.343780	0.047600	-0.199980	-0.468960	-0.071440	-0.153020	-0.349810	-0.467400	-0.480310
-9.725510	0.985110	-0.209790	-2.617330	0.528190	-0.261370	-0.322090	0.206300	0.322230	0.175230	-0.029700	-0.207950
-8.898170	1.528630	0.416880	-2.526710	1.426610	-0.435270	-0.437450	-0.209430	0.560970	0.404960	0.198610	-0.516330
-9.149310	1.434650	0.194490	-2.477750	0.592330	-0.294120	-0.136040	-0.187750	-0.182030	0.113230	0.021910	-0.161270
-9.224230	1.138100	0.063620	-2.439450	1.477950	0.954370	-0.360720	-0.064290	0.307280	0.516190	-0.196080	-0.226800
-9.301630	1.367020	0.038980	-2.517330	0.824060	0.021230	0.119480	0.242610	-0.602590	0.041720	-0.533820	-0.900480
-9.214940	1.547120	-0.116220	-2.726390	0.871980	0.226040	0.079780	0.086870	-0.078020	-0.043460	0.175140	-0.080570
-9.233550	1.568990	0.459660	-2.537750	0.735430	-0.369240	0.068520	0.365130	0.416520	1.026060	0.412460	0.303430
-7.433830	1.876210	0.506870	-1.721280	1.198870	0.503800	-0.243380	0.708250	0.821440	-0.094700	-0.677150	-0.352680
-7.477500	0.834970	-0.278110	-1.819090	0.995200	0.363330	0.098480	-0.016450	-0.275250	-0.067130	0.025020	-0.383370
